Ponto de Venda,Data,Origem / mídia da sessão,Campanha da sessão,Sessões,Transações,Receita,Origem Agrupada
App,30/07/2025,whatsapp / bot,(not set),588,234,44957.26001699999,Outros Canais
App,09/03/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,587,0,0.0,CRM
App,11/03/2025,CRM,20241125_c_pushnotification_guanabara_aut_promoterca,587,4,282.91999500000003,CRM
App,05/12/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),587,13,900.1299959999999,Outros Canais
App,16/12/2025,Insider,20251216_guanabara_insider_webpush_cupom_bemvindo30_primeiracompra,587,3,1183.420005,CRM
App,19/12/2025,Insider,20251008_Jornada_lead_collection_email1_v4,587,55,14974.199992,CRM
App,31/12/2025,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,587,7,1764.2099950000002,Outros Canais
App,13/05/2026,bing / organic,(organic),587,85,14963.580009,Outros Canais
App,21/02/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,586,42,12257.099995,Outros Canais
App,23/06/2025,(data not available),(cross-network),586,25,5765.810004999999,Outros Canais
App,02/08/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,586,33,8909.939997000001,Outros Canais
App,14/12/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,586,24,3907.899997,Outros Canais
App,20/05/2026,google / cpc,Guanabara-Search-Marca-Util,586,45,9246.190004,Outros Canais
App,25/02/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,585,23,2761.9700009999997,Outros Canais
App,03/05/2025,CRM,20250503_c_pushnotification_guanabara_GERAL,585,0,0.0,CRM
App,28/08/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,585,15,2837.8300050000007,Outros Canais
App,14/09/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,585,0,0.0,CRM
App,29/09/2025,CRM,20250928_c_pushnotification_guanabara_OUTUBRO20,585,1,5.799997,CRM
App,09/10/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,585,15,1983.9599970000002,Outros Canais
App,26/10/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,585,19,3199.639997,Outros Canais
App,27/10/2025,(data not available),(cross-network),585,31,7584.280019,Outros Canais
App,16/12/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,585,10,2860.7099980000003,Outros Canais
App,28/12/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,585,28,9031.600007,Outros Canais
App,14/01/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,585,19,5767.699991000001,Outros Canais
App,27/02/2026,google / cpc,PerformanceMax-Regiao-Sudeste,585,8,2259.3800020000003,Outros Canais
App,16/04/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,584,14,3703.820001,Outros Canais
App,26/04/2025,CRM,20250426_c_pushnotification_guanabara_GERAL,584,0,0.0,CRM
App,09/06/2025,google / cpc,Guanabara-Search-Passagem,584,22,5034.699993,Outros Canais
App,07/07/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,584,2,591.889999,CRM
App,22/07/2025,whatsapp / bot,(not set),584,239,46278.199923,Outros Canais
App,11/11/2025,whatsapp / bot,(not set),584,265,54672.390009,Outros Canais
App,30/11/2025,(data not available),(cross-network),584,21,4808.619997,Outros Canais
App,06/01/2026,google / cpc,PerformanceMax-Regiao-Sudeste,584,17,4430.850001,Outros Canais
App,04/02/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,584,21,4781.319999000001,Outros Canais
App,19/04/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,584,41,7729.629998,Outros Canais
App,22/04/2026,bing / organic,(organic),584,107,18066.259983999997,Outros Canais
App,15/02/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,583,19,2223.0900120000006,Outros Canais
App,02/04/2025,(data not available),(cross-network),583,33,5608.409987,Outros Canais
App,23/04/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Rápido,583,21,4058.939995,Outros Canais
App,02/05/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),583,30,3706.519997,Outros Canais
App,21/09/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,583,37,11255.829996999999,Outros Canais
App,07/10/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,583,22,8488.080001999999,Outros Canais
App,15/10/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,583,20,5013.590003000001,Outros Canais
App,20/10/2025,whatsapp / bot,(not set),583,270,46743.219987000004,Outros Canais
App,26/10/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,583,17,2407.8800089999995,Outros Canais
App,04/11/2025,social / meta,biografia,583,5,961.6200020000001,Outros Canais
App,24/11/2025,whatsapp / bot,(not set),583,238,47620.720010000005,Outros Canais
App,05/12/2025,(data not available),(cross-network),583,27,4647.269995000001,Outros Canais
App,17/01/2026,google / cpc,P.Max-Geral-Brasil,583,20,3720.510007,Outros Canais
App,05/02/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,583,24,7795.599996000001,Outros Canais
App,07/02/2026,google / cpc,Guanabara-Search-NonBranded-MidDestinos,583,24,6222.370013,Outros Canais
App,02/03/2026,google / cpc,PerformanceMax-Regiao-CentroOeste,583,19,6639.139997,Outros Canais
App,18/01/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,582,22,3853.510019,Outros Canais
App,18/02/2025,CRM,20241125_c_pushnotification_guanabara_aut_promoterca,582,0,0.0,CRM
App,31/05/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,582,20,5203.480004000001,Outros Canais
App,30/10/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,582,11,2729.5299969999996,Outros Canais
App,11/11/2025,Insider,20251111_guanabara_webpush_BLACK15,582,0,0.0,CRM
App,13/11/2025,whatsapp / bot,(not set),582,248,45047.389995000005,Outros Canais
App,15/04/2025,whatsapp / bot,(not set),581,229,44202.299943,Outros Canais
App,18/04/2025,CRM,20250418_c_pushnotification_guanabara_GERAL,581,5,942.700002,CRM
App,18/05/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,581,32,4556.249995,Outros Canais
App,10/06/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,581,28,8372.030009,Outros Canais
App,03/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,581,20,9293.390005999998,Outros Canais
App,13/07/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,581,11,1545.239996,Outros Canais
App,16/07/2025,whatsapp / bot,(not set),581,235,56959.740029,Outros Canais
App,13/08/2025,whatsapp / bot,(not set),581,251,43994.070018,Outros Canais
App,06/09/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,581,26,4819.780001,Outros Canais
App,20/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,581,9,2437.779998,Outros Canais
App,30/01/2026,google / cpc,Guanabara-Conversao-Search-carnaval2026,581,26,7124.340007999999,Outros Canais
App,02/02/2026,google / cpc,Guanabara-Search-Passagem,581,29,6550.470002000001,Outros Canais
App,17/04/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,581,61,14798.629997000004,Outros Canais
App,26/02/2025,CRM,20250226_c_pushnotification_guanabara_GERAL,580,2,645.439999,CRM
App,04/04/2025,whatsapp / bot,(not set),580,254,36658.420014,Outros Canais
App,05/04/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,580,23,5094.810009,Outros Canais
App,30/04/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,580,27,6716.020004000001,Outros Canais
App,04/05/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,580,4,681.210001,CRM
App,28/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,580,23,6146.190019,Outros Canais
App,14/08/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),580,29,3056.5600050000003,Outros Canais
App,02/10/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,580,10,1936.0899980000004,Outros Canais
App,22/10/2025,google / cpc,Guanabara-Search-Marca-Sampaio,580,49,17295.750002000004,Outros Canais
App,23/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,580,1,211.940001,Outros Canais
App,13/12/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,580,20,6236.039997999999,Outros Canais
App,16/02/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,579,29,4733.330002,Outros Canais
App,16/04/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),579,25,2861.740009,Outros Canais
App,02/05/2025,google / cpc,Guanabara.Conversão.Search.br-RotasDez,579,50,10817.790007,Outros Canais
App,07/07/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,579,18,4593.079998,Outros Canais
App,25/07/2025,(data not available),(cross-network),579,19,6594.450005000001,Outros Canais
App,14/11/2025,(data not available),(cross-network),579,21,5592.049997,Outros Canais
App,16/11/2025,(data not available),(cross-network),579,28,6751.929996000001,Outros Canais
App,22/12/2025,whatsapp / bot,(not set),579,252,55998.110034,Outros Canais
App,09/02/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,579,38,10238.409995999999,Outros Canais
App,09/02/2026,google / cpc,Guanabara-Search-Passagem,579,24,5196.519996000001,Outros Canais
App,25/02/2025,whatsapp / bot,(not set),578,235,42945.260026,Outros Canais
App,22/03/2025,CRM,20250322_c_pushnotification_guanabara_LOLLA,578,1,69.529998,CRM
App,08/05/2025,whatsapp / bot,(not set),578,244,45885.510016,Outros Canais
App,19/10/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,578,30,6579.9600009999995,Outros Canais
App,11/12/2025,Insider,20251211_guanabara_webpush_BEMVINDO30,578,5,1651.909994,CRM
App,23/02/2026,google / cpc,Guanabara-Search-NonBranded-MidDestinos,578,38,8653.340005,Outros Canais
App,04/01/2025,CRM,20250103_c_pushnotification_guanabara_20off,577,3,285.540002,CRM
App,11/02/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,577,19,6488.250006,Outros Canais
App,22/03/2025,google / cpc,PerformanceMax-Regiao-Sudeste,577,25,7666.370012000001,Outros Canais
App,17/05/2025,google / cpc,Guanabara-Search-Passagem,577,31,8266.739998999998,Outros Canais
App,01/06/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,577,1,28.079999,CRM
App,07/07/2025,social / meta,biografia,577,3,479.82,Outros Canais
App,08/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,577,28,7598.520018,Outros Canais
App,08/07/2025,social / meta,biografia,577,2,734.329998,Outros Canais
App,15/08/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),577,26,3534.980009,Outros Canais
App,27/09/2025,google / cpc,Guanabara-Search-TopRotas,577,35,10223.599997999998,Outros Canais
App,11/10/2025,google / cpc,Guanabara-DemandGen-SessionStart,577,17,3906.309998,Outros Canais
App,21/10/2025,google / cpc,Guanabara-Search-Marca-Sampaio,577,58,13745.26999,Outros Canais
App,09/11/2025,(data not available),(cross-network),577,32,6570.919993,Outros Canais
App,18/12/2025,google / cpc,Guanabara-Search-Passagem,577,27,6406.760012000001,Outros Canais
App,21/12/2025,(data not available),(cross-network),577,17,4361.03,Outros Canais
App,23/12/2025,(data not available),(cross-network),577,22,6368.809987000001,Outros Canais
App,29/12/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,577,25,6224.189988999999,Outros Canais
App,18/01/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,576,51,15756.400021,Outros Canais
App,03/02/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,576,8,2540.82,Outros Canais
App,25/02/2025,CRM,20250225_c_pushnotification_guanabara_CARNAVAL2,576,1,97.540001,CRM
App,03/03/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,576,26,7226.179981,Outros Canais
App,03/03/2025,google / cpc,Guanabara-Search-TopRotas,576,35,7383.089998,Outros Canais
App,05/04/2025,CRM,20250405_c_pushnotification_guanabara_GERAL,576,0,0.0,CRM
App,20/08/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,576,29,10030.339994999998,Outros Canais
App,23/10/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,576,23,4866.669985,Outros Canais
App,08/12/2025,Insider,20251008_Jornada_lead_collection_email1_v4,576,47,17834.100002,CRM
App,09/01/2026,google / cpc,PerformanceMax-Regiao-Sudeste,576,18,2736.479998,Outros Canais
App,04/05/2026,(data not available),(cross-network),576,39,5491.920006,Outros Canais
App,15/06/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,575,24,5118.34,Outros Canais
App,10/11/2025,google / cpc,Guanabara-Search-Passagem,575,8,3107.09,Outros Canais
App,09/12/2025,CRM,20251209_c_pushnotification_guanabara_ANTECIPEEECONOMIZE,575,1,307.969997,CRM
App,21/12/2025,google / cpc,PerformanceMax-Regiao-CentroOeste,575,9,2849.760005,Outros Canais
App,25/12/2025,(data not available),(cross-network),575,22,3977.8999940000003,Outros Canais
App,27/12/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,575,16,4146.369995,Outros Canais
App,03/01/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,575,16,3486.570004,Outros Canais
App,08/02/2026,google / cpc,Guanabara-Search-NonBranded-TopKeywords,575,33,7741.370004,Outros Canais
App,06/05/2026,bing / organic,(organic),575,97,19584.910015,Outros Canais
App,07/02/2025,whatsapp / bot,(not set),574,261,47542.980013,Outros Canais
App,29/05/2025,(data not available),(cross-network),574,25,5100.599999,Outros Canais
App,15/07/2025,whatsapp / bot,(not set),574,234,54951.0,Outros Canais
App,03/10/2025,google / cpc,Guanabara-DemandGen-SessionStart,574,13,2818.389989,Outros Canais
App,19/11/2025,(data not available),(cross-network),574,26,4492.5599839999995,Outros Canais
App,25/11/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,574,16,3021.1899930000004,Outros Canais
App,19/12/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,574,20,6359.689989000001,Outros Canais
App,20/12/2025,(data not available),(cross-network),574,35,5271.929994,Outros Canais
App,06/01/2026,google / cpc,Guanabara-Conversao-Search-carnaval2026,574,15,3470.120004,Outros Canais
App,13/05/2026,Insider,20260513_guanabara_insider_webpush_viva10,574,0,0.0,CRM
App,20/03/2025,google / cpc,PerformanceMax-Regiao-CentroOeste,573,9,2828.179999,Outros Canais
App,28/04/2025,whatsapp / bot,(not set),573,238,38564.669987,Outros Canais
App,17/05/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,573,39,9966.980001999998,Outros Canais
App,24/05/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,573,26,4897.909994,Outros Canais
App,23/06/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,573,8,1751.840002,Outros Canais
App,15/07/2025,social / meta,biografia,573,1,136.399998,Outros Canais
App,20/08/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,573,17,5216.689987000002,Outros Canais
App,26/08/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,573,16,4209.469996000001,Outros Canais
App,13/11/2025,google / cpc,PerformanceMax-Regiao-Sudeste,573,12,1840.5,Outros Canais
App,09/12/2025,google / cpc,PerformanceMax-Regiao-CentroOeste,573,12,5155.020006,Outros Canais
App,24/12/2025,google / cpc,PerformanceMax-Regiao-CentroOeste,573,13,3095.060002,Outros Canais
App,15/09/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,572,31,4736.290006,Outros Canais
App,30/09/2025,google / cpc,Guanabara-Search-Marca-Sampaio,572,45,11670.749996999997,Outros Canais
App,12/10/2025,google / cpc,Guanabara-DemandGen-SessionStart,572,18,7003.220009999999,Outros Canais
App,03/01/2025,CRM,20250103_c_pushnotification_guanabara_ferias20,571,1,394.42,CRM
App,13/01/2025,google / cpc,Guanabara-Search-Passagem,571,26,6038.309999000001,Outros Canais
App,08/02/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Rápido,571,26,5260.84999,Outros Canais
App,09/04/2025,(data not available),(cross-network),571,32,7226.849988,Outros Canais
App,04/05/2025,google / cpc,Guanabara.Conversão.Search.br-RotasDez,571,35,7066.939991,Outros Canais
App,12/08/2025,google / cpc,P.Max-Geral-Brasil,571,39,8270.489998000001,Outros Canais
App,09/09/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,571,15,4578.6100129999995,Outros Canais
App,13/09/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,571,27,8844.339999000002,Outros Canais
App,19/10/2025,google / cpc,Guanabara-DemandGen-SessionStart,571,12,1817.230005,Outros Canais
App,07/11/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,571,17,3173.3600069999998,Outros Canais
App,28/01/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,571,16,5508.8499919999995,Outros Canais
App,14/03/2025,whatsapp / bot,(not set),570,219,32183.210008,Outros Canais
App,15/05/2025,whatsapp / bot,(not set),570,212,35854.040017,Outros Canais
App,22/10/2025,whatsapp / bot,(not set),570,253,43013.570004,Outros Canais
App,27/11/2025,CRM,20251127_c_pushnotification_guanabara_BLACK35-21H,570,0,0.0,CRM
App,01/12/2025,whatsapp / bot,(not set),570,279,62373.509985,Outros Canais
App,09/03/2026,google / cpc,PerformanceMax - Brasil - NovosCompradores,570,14,5038.580001,Outros Canais
App,20/05/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),570,8,1436.630003,Outros Canais
App,05/02/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,569,21,3195.759998,Outros Canais
App,25/04/2025,CRM,20250425_c_pushnotification_guanabara_GERAL2,569,0,0.0,CRM
App,28/05/2025,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,569,26,5076.040007,Outros Canais
App,11/08/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,569,3,2487.560002,CRM
App,04/12/2025,Insider,20251008_Jornada_lead_collection_email1_v4,569,55,11615.479998,CRM
App,11/12/2025,(data not available),(cross-network),569,28,7369.079997,Outros Canais
App,26/12/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,569,22,3927.860005999999,Outros Canais
App,01/01/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,569,10,4826.889995,Outros Canais
App,08/01/2026,Insider,20251008_Jornada_lead_collection_email1_v4,569,71,20994.770011,CRM
App,31/01/2026,google / cpc,Guanabara-Conversao-Search-carnaval2026,569,20,5291.580000999999,Outros Canais
App,24/02/2025,whatsapp / bot,(not set),568,242,39125.930003,Outros Canais
App,26/02/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,568,37,8147.540003000003,Outros Canais
App,11/03/2025,mkt-midia / social,biografia,568,5,514.580001,Outros Canais
App,14/04/2025,CRM,20250414_c_pushnotification_guanabara_GERAL1,568,1,425.609999,CRM
App,31/05/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,568,26,4014.450004,Outros Canais
App,31/07/2025,(data not available),(cross-network),568,13,4079.7699919999995,Outros Canais
App,20/09/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,568,34,9834.979997999999,Outros Canais
App,28/11/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,568,19,4499.849998000001,Outros Canais
App,02/01/2025,CRM,20241231_c_pushnotification_guanabara_fechamento,567,0,0.0,CRM
App,30/03/2025,CRM,20250330_c_pushnotification_guanabara_PASCOA,567,0,0.0,CRM
App,23/04/2025,CRM,20250423_c_pushnotification_guanabara_GERAL1,567,0,0.0,CRM
App,16/09/2025,google / cpc,Guanabara-Search-Marca-Sampaio,567,52,11810.660011000004,Outros Canais
App,11/11/2025,(data not available),(cross-network),567,31,9108.449995,Outros Canais
App,04/12/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,567,8,2640.980005,Outros Canais
App,18/04/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,567,57,13933.630014,Outros Canais
App,12/05/2026,bing / organic,(organic),567,92,16552.250018,Outros Canais
App,13/02/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Rápido,566,31,7850.009992999999,Outros Canais
App,09/04/2025,CRM,20250409_c_pushnotification_guanabara_GERAL1,566,0,0.0,CRM
App,02/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,566,12,5868.259987,Outros Canais
App,03/12/2025,Insider,20251008_Jornada_lead_collection_email1_v4,566,41,6488.479986,CRM
App,07/05/2026,google / cpc,PerformanceMax - Brasil - NovosCompradores,566,22,3988.3300019999997,Outros Canais
App,03/02/2025,whatsapp / bot,(not set),565,214,46430.250002,Outros Canais
App,30/03/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,565,1,234.760002,CRM
App,16/04/2025,google / cpc,(not set),565,51,7227.909974,Outros Canais
App,10/05/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,565,37,10801.940001999998,Outros Canais
App,21/07/2025,social / meta,biografia,565,5,583.500001,Outros Canais
App,25/07/2025,whatsapp / bot,(not set),565,214,41235.559999000005,Outros Canais
App,02/08/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,565,19,2247.3999879999997,Outros Canais
App,04/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,565,16,4111.189995,Outros Canais
App,08/11/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,565,8,1099.990003,Outros Canais
App,01/02/2026,google / cpc,P.Max-Geral-Brasil,565,20,2875.649992,Outros Canais
App,25/02/2026,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,565,13,2197.029998,Outros Canais
App,07/03/2026,google / cpc,PerformanceMax - Brasil - NovosCompradores,565,24,6379.550010999999,Outros Canais
App,19/02/2025,CRM,20250218_c_pushnotification_guanabara_GERAL2,564,1,306.000001,CRM
App,24/03/2025,CRM,20250324_c_pushnotification_guanabara_LOLLA,564,0,0.0,CRM
App,31/05/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,564,39,7115.250003000001,Outros Canais
App,23/07/2025,whatsapp / bot,(not set),564,233,41879.649989,Outros Canais
App,07/10/2025,(data not available),(cross-network),564,18,3696.020001,Outros Canais
App,15/10/2025,whatsapp / bot,(not set),564,290,48341.91994,Outros Canais
App,05/12/2025,google / cpc,PerformanceMax-Regiao-Sudeste,564,17,3079.940002,Outros Canais
App,29/01/2026,google / cpc,Guanabara-Conversao-Search-carnaval2026,564,20,4479.869992,Outros Canais
App,13/03/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),564,35,5865.979999,Outros Canais
App,26/04/2026,google / cpc,Guanabara-Search-Marca-Rapido-Federal,564,35,8520.069995,Outros Canais
App,07/01/2025,mkt-midia / social,biografia,563,4,1295.399991,Outros Canais
App,14/06/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,563,6,1756.6600039999998,Outros Canais
App,10/07/2025,whatsapp / bot,(not set),563,235,50256.640044,Outros Canais
App,28/07/2025,social / meta,biografia,563,4,738.9399999999999,Outros Canais
App,10/08/2025,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),563,28,3344.0600059999997,Outros Canais
App,03/11/2025,whatsapp / bot,(not set),563,270,64607.549988,Outros Canais
App,21/11/2025,whatsapp / bot,(not set),563,265,44199.330043,Outros Canais
App,25/02/2026,google / cpc,PerformanceMax-Regiao-Sudeste,563,14,2981.0099990000003,Outros Canais
App,11/05/2026,(data not available),(cross-network),563,21,6389.890009000001,Outros Canais
App,11/05/2026,bing / organic,(organic),563,68,14466.249998,Outros Canais
App,31/01/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,562,28,5103.929997000001,Outros Canais
App,04/03/2025,CRM,20241125_c_pushnotification_guanabara_aut_promoterca,562,0,0.0,CRM
App,15/03/2025,whatsapp / bot,(not set),562,229,34242.760035,Outros Canais
App,07/05/2025,(not set),(not set),562,77,12438.669977999998,Outros Canais
App,21/06/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,562,33,8726.969987,Outros Canais
App,03/07/2025,social / meta,biografia,562,5,1050.429999,Outros Canais
App,29/07/2025,(data not available),(cross-network),562,18,3514.300016,Outros Canais
App,29/07/2025,whatsapp / bot,(not set),562,184,37399.280007,Outros Canais
App,01/08/2025,(data not available),(cross-network),562,22,2869.440001,Outros Canais
App,05/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,562,24,6270.790008999999,Outros Canais
App,23/09/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,562,24,4711.589996000001,Outros Canais
App,10/10/2025,google / cpc,Guanabara-Conversão-Search-geo-Destinos-A-Guanabara,562,20,1933.2299990000001,Outros Canais
App,21/11/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,562,10,2624.750005,Outros Canais
App,14/04/2026,bing / organic,(organic),562,73,16118.689992,Outros Canais
App,02/02/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,561,31,8075.760000000001,Outros Canais
App,28/03/2025,google / cpc,PerformanceMax-Regiao-Sudeste,561,22,4644.880005,Outros Canais
App,09/04/2025,whatsapp / bot,(not set),561,241,41606.740015999996,Outros Canais
App,17/05/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,561,32,5495.1900049999995,Outros Canais
App,30/06/2025,whatsapp / bot,(not set),561,257,61365.029953000005,Outros Canais
App,16/07/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,561,19,6277.820003000001,Outros Canais
App,26/08/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,561,34,8233.089994000002,Outros Canais
App,13/12/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,561,22,7759.219997999999,Outros Canais
App,15/12/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,561,21,8347.980008,Outros Canais
App,13/01/2025,google / cpc,Guanabara-Conversão-Search-geo-FOR,560,11,2868.629993,Outros Canais
App,08/07/2025,google / cpc,Guanabara-Search-NonBranded-MidDestinos,560,10,3288.6100079999997,Outros Canais
App,18/07/2025,whatsapp / bot,(not set),560,254,46337.539934,Outros Canais
App,28/10/2025,google / cpc,Guanabara-Search-Passagem,560,17,4921.050009,Outros Canais
App,18/11/2025,whatsapp / bot,(not set),560,240,43923.839995999995,Outros Canais
App,17/12/2025,Insider,20251008_Jornada_lead_collection_email1_v4,560,35,13241.11999,CRM
App,21/01/2026,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Sampaio,560,19,4685.320004,Outros Canais
App,15/02/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,560,24,5382.429994,Outros Canais
App,25/03/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Rápido,559,18,6499.1799980000005,Outros Canais
App,06/06/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,559,26,6612.470006000001,Outros Canais
App,09/06/2025,CRM,202501_c_pushnotification_guanabara_aut_domingo,559,0,0.0,CRM
App,07/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Real,559,11,4364.8599939999995,Outros Canais
App,27/08/2025,google / cpc,Guanabara-Search-Marca-Real-Expresso,559,20,5237.900009,Outros Canais
App,22/10/2025,(data not available),(cross-network),559,20,4639.070001,Outros Canais
App,10/12/2025,google / cpc,PerformanceMax-Regiao-CentroOeste,559,13,7237.2300159999995,Outros Canais
